well_id,well_name,timestamp,css_cycle_id,phase,reservoir_temperature,reservoir_pressure,oil_viscosity,oil_api,asphaltene_content,water_cut,steam_volume,steam_rate,injection_pressure,injection_duration,soak_time,production_start,production_cutoff,oil_rate_bopd,water_rate,total_fluid_rate,cumulative_oil,stroke_length,spm,vfd_setting,pump_efficiency,rod_load,pump_unsetting_event,rod_floating_event,rod_failure_event,energy_consumption,power,operating_cost,sor,energy_per_barrel,rod_floating_probability,failure_probability
BGW-001,Baghewala Well 1,2024-01-14T00:00:00,1,production,50.65,13.13,826.59,17.56,8.45,15.61,478.5,6.646,7.81,72.0,48.0,True,False,28.69,5.74,34.42,518.96,2.11,4.84,62.23,0.735,95.58,0,1,0,194.68,8.11,1219.6,1.5,6.786,0.774,0.52
BGW-001,Baghewala Well 1,2024-01-15T00:00:00,1,production,50.5,12.48,847.76,17.51,8.52,16.28,464.52,6.452,7.61,72.0,48.0,True,False,33.93,6.79,40.72,552.89,2.42,6.01,54.83,0.701,106.31,0,0,0,198.2,8.26,1185.09,1.5,5.841,0.854,0.631
BGW-001,Baghewala Well 1,2024-01-16T00:00:00,1,production,50.35,12.63,746.27,18.01,8.59,15.9,448.13,6.224,7.24,72.0,48.0,True,False,45.18,9.04,54.21,598.06,2.5,5.71,63.29,0.762,97.95,0,0,0,200.89,8.37,1144.43,1.5,4.447,0.685,0.484
BGW-001,Baghewala Well 1,2024-01-17T00:00:00,1,production,50.31,12.7,828.06,17.72,8.26,15.1,459.84,6.387,7.38,72.0,48.0,True,False,35.87,7.17,43.04,633.93,2.34,4.83,62.28,0.739,97.9,0,0,0,193.44,8.06,1172.81,1.5,5.393,0.787,0.524
BGW-001,Baghewala Well 1,2024-01-18T00:00:00,1,production,50.19,12.71,747.46,18.05,8.75,14.19,415.79,5.775,7.94,72.0,48.0,True,False,42.62,8.52,51.14,676.55,2.35,5.62,69.19,0.773,98.65,0,0,0,188.21,7.84,1062.05,1.5,4.416,0.69,0.531
BGW-001,Baghewala Well 1,2024-01-19T00:00:00,1,production,50.2,12.43,717.2,18.21,8.73,14.13,450.97,6.264,7.33,72.0,48.0,True,False,37.19,7.44,44.63,713.74,2.56,4.93,67.18,0.793,99.54,0,1,0,187.8,7.82,1149.97,1.5,5.05,0.657,0.532
BGW-001,Baghewala Well 1,2024-01-20T00:00:00,1,production,50.02,13.02,828.76,17.72,8.47,17.06,429.34,5.963,7.55,72.0,48.0,True,False,29.45,5.89,35.34,743.19,2.42,4.66,65.37,0.771,97.9,0,0,0,192.35,8.01,1096.43,1.5,6.531,0.788,0.546
BGW-001,Baghewala Well 1,2024-01-21T00:00:00,1,production,49.94,12.76,721.93,18.3,8.64,16.22,453.68,6.301,7.69,72.0,48.0,True,False,37.57,7.51,45.08,780.76,2.42,5.29,66.17,0.823,96.66,0,0,0,191.87,7.99,1157.22,1.5,5.107,0.648,0.498
BGW-001,Baghewala Well 1,2024-01-22T00:00:00,1,production,49.88,12.45,688.49,18.4,8.49,15.75,421.06,5.848,7.68,72.0,48.0,True,False,44.07,8.81,52.88,824.83,2.48,5.97,66.22,0.773,96.3,0,0,0,192.62,8.03,1075.76,1.5,4.371,0.605,0.447
BGW-001,Baghewala Well 1,2024-01-23T00:00:00,1,production,49.76,12.64,787.43,17.95,8.16,15.41,467.35,6.491,7.77,72.0,48.0,True,False,40.09,8.02,48.1,864.92,2.42,5.94,69.74,0.723,105.02,0,0,0,199.76,8.32,1192.35,1.5,4.983,0.772,0.629
BGW-001,Baghewala Well 1,2024-01-24T00:00:00,1,production,49.65,12.5,767.3,18.13,8.15,15.13,420.57,5.841,7.48,72.0,48.0,True,False,35.43,7.09,42.52,900.35,2.38,5.02,65.94,0.743,95.17,0,0,0,191.34,7.97,1074.4,1.5,5.4,0.697,0.464
BGW-001,Baghewala Well 1,2024-01-25T00:00:00,1,production,49.54,12.82,773.59,18.19,8.71,15.75,436.32,6.06,7.38,72.0,48.0,True,False,37.81,7.56,45.37,938.16,2.35,5.45,64.86,0.766,96.08,0,0,0,189.0,7.88,1113.49,1.5,4.999,0.71,0.482
BGW-001,Baghewala Well 1,2024-01-26T00:00:00,1,production,49.55,12.88,831.6,17.81,8.57,16.55,448.28,6.226,7.19,72.0,48.0,True,True,35.17,7.03,42.2,973.33,2.42,5.14,62.78,0.771,95.59,0,0,0,189.34,7.89,1143.42,1.5,5.384,0.78,0.497
BGW-001,Baghewala Well 1,2024-01-27T00:00:00,1,production,49.48,12.86,898.44,17.58,8.52,16.92,453.5,6.299,7.37,72.0,48.0,True,True,31.44,6.29,37.73,1004.77,2.34,5.49,58.44,0.693,102.15,0,0,0,191.92,8.0,1156.78,1.5,6.104,0.896,0.653
BGW-001,Baghewala Well 1,2024-01-28T00:00:00,1,production,49.45,12.13,839.9,17.62,8.66,17.43,450.94,6.263,7.61,72.0,48.0,True,True,36.53,7.31,43.83,1041.3,2.41,5.28,69.3,0.742,104.15,0,0,0,189.81,7.91,1150.14,1.5,5.196,0.833,0.619
BGW-001,Baghewala Well 1,2024-01-29T00:00:00,1,production,49.41,12.53,751.28,18.2,8.23,17.08,453.97,6.305,7.92,72.0,48.0,True,True,39.9,7.98,47.88,1081.2,2.38,4.94,71.44,0.797,96.36,0,0,0,187.04,7.79,1157.38,1.5,4.688,0.683,0.491
BGW-001,Baghewala Well 1,2024-01-30T00:00:00,2,production,47.83,12.62,791.81,18.33,8.48,14.9,446.99,6.208,7.78,72.0,48.0,True,True,34.47,6.89,41.37,1115.67,2.33,5.55,68.39,0.711,97.79,0,0,0,196.22,8.18,1141.02,1.5,5.692,0.741,0.493
BGW-001,Baghewala Well 1,2024-01-31T00:00:00,2,injection,48.66,12.83,815.27,18.02,8.89,17.64,373.35,4.702,7.73,79.4,44.1,False,False,26.73,5.35,32.07,1142.4,2.32,4.29,61.77,0.784,96.78,0,0,0,176.77,7.37,954.59,1.5,6.614,0.766,0.585
BGW-001,Baghewala Well 1,2024-02-01T00:00:00,2,injection,49.93,12.31,789.64,17.94,8.62,15.91,488.4,6.845,7.99,71.35,43.32,False,False,35.58,7.12,42.69,1177.98,2.5,4.4,66.5,0.755,97.44,0,0,0,187.37,7.81,1243.5,1.5,5.266,0.737,0.518
BGW-001,Baghewala Well 1,2024-02-02T00:00:00,2,injection,51.02,12.3,725.24,17.96,8.52,17.85,445.5,5.936,7.44,75.04,58.72,False,False,46.12,9.22,55.34,1224.1,2.57,4.41,73.18,0.817,96.24,0,0,0,180.5,7.52,1135.4,1.5,3.914,0.65,0.48
BGW-001,Baghewala Well 1,2024-02-03T00:00:00,2,soak,50.88,12.68,744.21,17.96,8.77,15.62,450.0,6.25,7.48,72.0,48.0,False,False,31.75,6.35,38.1,1255.85,2.48,4.0,68.79,0.833,96.2,0,0,0,179.55,7.48,1146.55,1.5,5.655,0.674,0.491
BGW-001,Baghewala Well 1,2024-02-04T00:00:00,2,soak,50.88,12.55,716.69,18.03,8.27,16.06,450.0,6.25,7.12,72.0,48.0,False,False,36.0,7.2,43.2,1291.85,2.34,4.0,78.15,0.855,92.56,0,0,0,178.72,7.45,1146.45,1.5,4.964,0.621,0.418
BGW-001,Baghewala Well 1,2024-02-05T00:00:00,2,soak,50.85,12.58,743.33,17.82,8.3,16.01,450.0,6.25,7.23,72.0,48.0,False,False,35.03,7.01,42.03,1326.88,2.42,4.0,69.03,0.834,95.28,0,0,0,179.4,7.48,1146.53,1.5,5.122,0.668,0.486
BGW-001,Baghewala Well 1,2024-02-06T00:00:00,2,production,50.79,12.32,685.01,18.44,8.3,15.03,488.47,6.784,7.14,72.0,48.0,True,False,43.7,8.74,52.44,1370.57,2.53,5.2,56.7,0.804,97.89,0,0,0,195.08,8.13,1244.58,1.5,4.464,0.608,0.432
BGW-001,Baghewala Well 1,2024-02-07T00:00:00,2,production,50.67,12.51,822.77,17.58,8.49,17.13,450.98,6.264,7.3,72.0,48.0,True,False,33.67,6.73,40.4,1404.24,2.48,5.99,59.81,0.693,102.29,0,0,0,201.65,8.4,1151.65,1.5,5.99,0.802,0.577
BGW-001,Baghewala Well 1,2024-02-08T00:00:00,2,production,50.63,12.22,730.85,18.16,8.26,16.23,430.77,5.983,8.17,72.0,48.0,True,False,41.08,8.22,49.3,1445.32,2.55,4.51,66.91,0.781,92.94,0,0,0,191.89,8.0,1099.95,1.5,4.671,0.641,0.449
BGW-001,Baghewala Well 1,2024-02-09T00:00:00,2,production,50.5,12.99,671.11,18.31,8.33,15.57,409.78,5.691,7.36,72.0,48.0,True,False,41.39,8.28,49.66,1486.71,2.37,5.04,60.92,0.819,94.16,0,0,0,190.0,7.92,1047.24,1.5,4.591,0.572,0.402
BGW-001,Baghewala Well 1,2024-02-10T00:00:00,2,production,50.48,12.78,735.43,18.09,8.32,18.23,431.14,5.988,7.97,72.0,48.0,True,False,40.87,8.17,49.04,1527.57,2.65,5.91,69.63,0.742,105.98,0,0,0,194.93,8.12,1101.25,1.5,4.77,0.712,0.561
BGW-001,Baghewala Well 1,2024-02-11T00:00:00,2,production,50.33,12.19,767.69,17.93,8.54,15.97,481.24,6.684,7.33,72.0,48.0,True,False,39.33,7.87,47.2,1566.91,2.48,4.98,75.98,0.718,100.19,0,0,0,187.16,7.8,1225.56,1.5,4.758,0.723,0.515
BGW-001,Baghewala Well 1,2024-02-12T00:00:00,2,production,50.34,12.67,654.64,18.49,8.47,16.39,455.23,6.323,7.48,72.0,48.0,True,False,36.39,7.28,43.67,1603.3,2.27,4.96,74.66,0.823,91.23,0,0,0,198.16,8.26,1161.86,1.5,5.446,0.537,0.412
BGW-001,Baghewala Well 1,2024-02-13T00:00:00,2,production,50.2,12.4,702.84,18.38,8.47,17.48,453.36,6.297,8.16,72.0,48.0,True,False,34.79,6.96,41.75,1638.08,2.26,4.78,67.94,0.807,95.22,0,0,0,189.82,7.91,1156.18,1.5,5.456,0.617,0.428
BGW-001,Baghewala Well 1,2024-02-14T00:00:00,2,production,50.12,12.7,817.49,17.85,8.39,16.41,476.92,6.624,7.25,72.0,48.0,True,False,32.72,6.54,39.27,1670.81,2.39,5.07,65.09,0.779,97.1,0,0,0,188.8,7.87,1214.96,1.5,5.77,0.77,0.517
BGW-001,Baghewala Well 1,2024-02-15T00:00:00,2,production,50.08,12.91,714.47,18.2,8.46,18.73,434.07,6.029,7.88,72.0,48.0,True,False,45.21,9.04,54.25,1716.01,2.52,5.83,61.29,0.753,100.54,0,0,0,200.58,8.36,1109.24,1.5,4.437,0.658,0.51
BGW-001,Baghewala Well 1,2024-02-16T00:00:00,2,production,49.91,12.65,774.02,18.09,8.38,17.38,434.39,6.033,7.88,72.0,48.0,True,False,40.52,8.1,48.63,1756.54,2.36,5.94,62.22,0.731,99.61,0,0,0,199.27,8.3,1109.9,1.5,4.918,0.728,0.518
BGW-001,Baghewala Well 1,2024-02-17T00:00:00,2,production,49.82,12.45,740.25,18.31,8.44,18.68,419.92,5.832,7.34,72.0,48.0,True,False,35.68,7.14,42.81,1792.21,2.36,4.67,67.52,0.809,95.25,0,0,0,188.68,7.86,1072.43,1.5,5.288,0.664,0.458
BGW-001,Baghewala Well 1,2024-02-18T00:00:00,2,production,49.78,13.08,741.99,17.97,8.42,15.94,452.27,6.281,8.01,72.0,48.0,True,False,32.3,6.46,38.77,1824.52,2.35,5.21,56.96,0.782,98.08,0,0,0,195.84,8.16,1154.17,1.5,6.062,0.68,0.484
BGW-001,Baghewala Well 1,2024-02-19T00:00:00,2,production,49.64,12.48,779.84,18.1,8.73,18.9,468.6,6.508,7.47,72.0,48.0,True,False,33.49,6.7,40.19,1858.01,2.53,5.3,71.88,0.761,99.35,0,0,0,191.56,7.98,1194.49,1.5,5.72,0.734,0.517
BGW-001,Baghewala Well 1,2024-02-20T00:00:00,2,production,49.54,12.49,724.03,18.14,8.29,17.63,507.09,7.043,7.64,72.0,48.0,True,False,39.28,7.86,47.14,1897.29,2.42,5.8,61.63,0.768,97.47,0,0,0,199.69,8.32,1291.69,1.5,5.084,0.655,0.51
BGW-001,Baghewala Well 1,2024-02-21T00:00:00,2,production,49.47,12.77,764.75,18.22,8.27,16.33,460.69,6.399,7.19,72.0,48.0,True,False,37.6,7.52,45.12,1934.89,2.43,5.39,71.05,0.771,97.96,0,0,0,196.12,8.17,1175.27,1.5,5.216,0.708,0.502
BGW-001,Baghewala Well 1,2024-02-22T00:00:00,2,production,49.39,12.53,755.74,18.16,8.54,17.98,461.36,6.408,7.61,72.0,48.0,True,False,36.02,7.2,43.23,1970.91,2.46,6.46,65.84,0.744,103.44,0,0,0,194.85,8.12,1176.77,1.5,5.409,0.724,0.522
BGW-001,Baghewala Well 1,2024-02-23T00:00:00,2,production,49.35,12.74,771.82,18.13,8.52,16.68,466.04,6.473,7.9,72.0,48.0,True,False,40.11,8.02,48.13,2011.02,2.43,5.41,59.01,0.773,101.19,0,0,0,194.71,8.11,1188.45,1.5,4.854,0.733,0.562
BGW-001,Baghewala Well 1,2024-02-24T00:00:00,2,production,49.27,11.96,844.31,17.86,8.6,16.85,462.54,6.424,7.5,72.0,48.0,True,False,41.46,8.29,49.75,2052.48,2.26,6.05,61.48,0.695,99.97,0,0,0,199.82,8.33,1180.33,1.5,4.82,0.818,0.564
BGW-001,Baghewala Well 1,2024-02-25T00:00:00,2,production,49.18,12.4,778.62,18.14,8.41,17.38,436.28,6.059,7.19,72.0,48.0,True,True,33.56,6.71,40.27,2086.04,2.45,5.31,61.13,0.765,95.87,0,0,0,186.17,7.76,1113.04,1.5,5.547,0.715,0.505
BGW-001,Baghewala Well 1,2024-02-26T00:00:00,2,production,49.13,12.55,843.81,17.81,8.71,16.34,472.05,6.556,8.2,72.0,48.0,True,True,34.86,6.97,41.84,2120.91,2.4,5.57,70.55,0.739,100.38,0,0,0,203.78,8.49,1204.59,1.5,5.845,0.819,0.583
BGW-001,Baghewala Well 1,2024-02-27T00:00:00,2,production,49.05,12.67,812.48,17.87,8.48,17.67,467.68,6.496,7.78,72.0,48.0,True,True,41.02,8.2,49.23,2161.93,2.41,4.84,72.72,0.737,100.25,0,0,0,194.97,8.12,1192.6,1.5,4.752,0.779,0.536
BGW-001,Baghewala Well 1,2024-02-28T00:00:00,2,production,48.92,12.39,832.8,17.97,8.53,17.95,463.93,6.444,6.97,72.0,48.0,True,True,36.58,7.32,43.9,2198.52,2.69,4.48,60.15,0.762,99.71,0,0,0,187.82,7.83,1182.37,1.5,5.134,0.802,0.547
BGW-001,Baghewala Well 1,2024-02-29T00:00:00,3,production,47.36,12.82,747.2,18.43,8.49,17.37,430.02,5.973,7.4,72.0,48.0,True,True,32.83,6.57,39.4,2231.35,2.44,5.11,62.64,0.736,95.96,0,0,0,185.14,7.71,1097.28,1.5,5.639,0.676,0.464
BGW-001,Baghewala Well 1,2024-03-01T00:00:00,3,injection,49.11,12.77,818.2,17.87,8.92,17.96,489.11,6.033,7.66,81.07,39.44,False,False,35.94,7.19,43.13,2267.29,2.53,3.88,74.38,0.808,99.36,0,0,0,185.6,7.73,1245.05,1.5,5.164,0.782,0.554
BGW-001,Baghewala Well 1,2024-03-02T00:00:00,3,injection,50.53,12.58,725.33,18.0,8.76,17.17,453.76,7.421,7.09,61.15,42.84,False,False,34.39,6.88,41.26,2301.68,2.57,4.85,73.41,0.802,96.62,0,0,0,193.11,8.05,1157.57,1.5,5.616,0.652,0.474
BGW-001,Baghewala Well 1,2024-03-03T00:00:00,3,injection,51.46,12.02,642.09,18.3,8.67,17.5,417.26,6.041,7.75,69.07,54.95,False,False,29.63,5.93,35.55,2331.31,2.37,3.96,66.68,0.873,94.05,0,0,0,172.05,7.17,1063.78,1.5,5.807,0.535,0.391
BGW-001,Baghewala Well 1,2024-03-04T00:00:00,3,soak,51.39,12.45,803.96,17.53,8.56,17.77,450.0,6.25,7.73,72.0,48.0,False,False,31.09,6.22,37.31,2362.39,2.34,4.0,70.26,0.806,95.88,0,0,0,180.36,7.52,1146.64,1.5,5.802,0.747,0.537
BGW-001,Baghewala Well 1,2024-03-05T00:00:00,3,soak,51.3,12.75,769.86,17.7,8.1,18.11,450.0,6.25,7.29,72.0,48.0,False,False,33.12,6.62,39.75,2395.52,2.45,4.0,57.06,0.859,100.82,0,0,0,192.22,8.01,1148.07,1.5,5.803,0.729,0.554
BGW-001,Baghewala Well 1,2024-03-06T00:00:00,3,soak,51.3,12.67,807.4,17.54,8.56,17.07,450.0,6.25,7.64,72.0,48.0,False,False,36.66,7.33,43.99,2432.17,2.5,4.0,65.33,0.799,97.25,0,0,0,181.43,7.56,1146.77,1.5,4.95,0.758,0.536
BGW-001,Baghewala Well 1,2024-03-07T00:00:00,3,production,51.25,12.31,735.1,17.75,8.38,17.01,433.56,6.022,7.57,72.0,48.0,True,False,36.42,7.28,43.7,2468.59,2.34,5.53,67.33,0.786,96.43,0,0,0,192.85,8.04,1107.03,1.5,5.296,0.664,0.493
BGW-001,Baghewala Well 1,2024-03-08T00:00:00,3,production,51.14,12.75,795.7,17.46,8.64,18.43,442.98,6.153,7.98,72.0,48.0,True,False,31.81,6.36,38.18,2500.4,2.29,4.66,59.84,0.79,93.55,0,0,0,194.79,8.12,1130.83,1.5,6.123,0.725,0.531
BGW-001,Baghewala Well 1,2024-03-09T00:00:00,3,production,51.13,12.39,740.5,17.92,8.38,15.57,456.75,6.344,8.08,72.0,48.0,True,False,40.25,8.05,48.3,2540.66,2.24,5.66,60.76,0.746,96.23,0,0,0,197.21,8.22,1165.55,1.5,4.9,0.669,0.473
BGW-001,Baghewala Well 1,2024-03-10T00:00:00,3,production,51.09,12.26,708.51,17.99,8.71,17.28,432.03,6.0,7.36,72.0,48.0,True,False,43.21,8.64,51.86,2583.87,2.48,6.25,61.59,0.757,98.08,0,0,0,200.51,8.35,1104.14,1.5,4.64,0.639,0.473
BGW-001,Baghewala Well 1,2024-03-11T00:00:00,3,production,51.01,12.35,857.97,17.33,8.7,17.72,488.04,6.778,7.8,72.0,48.0,True,False,37.56,7.51,45.07,2621.43,2.55,5.57,65.16,0.666,103.29,0,0,0,205.57,8.57,1244.78,1.5,5.473,0.851,0.601
BGW-001,Baghewala Well 1,2024-03-12T00:00:00,3,production,50.87,12.59,673.54,18.31,8.8,17.38,452.22,6.281,7.02,72.0,48.0,True,False,37.73,7.55,45.27,2659.15,2.41,6.1,59.33,0.781,96.01,0,0,0,199.18,8.3,1154.46,1.5,5.28,0.584,0.399
BGW-001,Baghewala Well 1,2024-03-13T00:00:00,3,production,50.77,12.68,682.98,18.24,7.97,18.87,462.83,6.428,7.42,72.0,48.0,True,False,45.92,9.18,55.11,2705.08,2.41,5.22,65.34,0.823,91.49,0,0,0,205.01,8.54,1181.67,1.5,4.464,0.574,0.388
BGW-001,Baghewala Well 1,2024-03-14T00:00:00,3,production,50.67,12.6,709.58,18.19,8.4,18.14,474.99,6.597,7.74,72.0,48.0,True,False,40.0,8.0,48.01,2745.08,2.28,5.55,75.94,0.784,96.55,0,0,0,196.53,8.19,1211.05,1.5,4.913,0.632,0.472
BGW-001,Baghewala Well 1,2024-03-15T00:00:00,3,production,50.67,12.14,801.96,17.83,8.52,18.48,448.52,6.229,7.74,72.0,48.0,True,False,36.53,7.31,43.83,2781.61,2.19,6.21,70.59,0.697,100.96,0,0,0,204.36,8.51,1145.83,1.5,5.595,0.77,0.558
BGW-001,Baghewala Well 1,2024-03-16T00:00:00,3,production,50.7,12.25,667.91,18.32,8.33,18.56,440.17,6.113,7.21,72.0,48.0,True,False,42.65,8.53,51.18,2824.26,2.53,6.0,70.49,0.797,93.09,0,0,0,191.34,7.97,1123.38,1.5,4.486,0.563,0.382
BGW-001,Baghewala Well 1,2024-03-17T00:00:00,3,production,50.56,12.94,759.65,17.79,8.92,18.7,431.41,5.992,7.91,72.0,48.0,True,False,33.83,6.77,40.59,2858.09,2.33,5.12,63.99,0.748,98.4,0,0,0,189.67,7.9,1101.27,1.5,5.607,0.704,0.516
BGW-001,Baghewala Well 1,2024-03-18T00:00:00,3,production,50.45,12.73,793.22,17.83,8.92,18.59,447.49,6.215,7.46,72.0,48.0,True,False,36.72,7.34,44.07,2894.81,2.47,5.3,68.6,0.764,98.16,0,0,0,200.69,8.36,1142.8,1.5,5.465,0.745,0.543
BGW-001,Baghewala Well 1,2024-03-19T00:00:00,3,production,50.38,11.88,668.73,18.41,8.78,18.01,453.73,6.302,7.06,72.0,48.0,True,False,40.33,8.07,48.39,2935.13,2.31,6.62,66.63,0.794,94.41,0,0,0,202.95,8.46,1158.69,1.5,5.033,0.578,0.391
BGW-001,Baghewala Well 1,2024-03-20T00:00:00,3,production,50.28,12.23,873.15,17.47,8.75,19.55,432.7,6.01,7.62,72.0,48.0,True,False,37.01,7.4,44.41,2972.14,2.5,5.37,61.39,0.703,107.6,0,0,0,186.35,7.76,1104.11,1.5,5.035,0.892,0.659
BGW-001,Baghewala Well 1,2024-03-21T00:00:00,3,production,50.23,12.49,671.5,18.38,8.34,18.98,442.95,6.152,7.76,72.0,48.0,True,False,39.23,7.85,47.08,3011.38,2.33,5.92,61.3,0.814,98.75,0,0,0,197.65,8.24,1131.09,1.5,5.038,0.596,0.443
BGW-001,Baghewala Well 1,2024-03-22T00:00:00,3,production,50.13,12.37,766.7,17.94,8.85,18.0,423.23,5.878,7.75,72.0,48.0,True,False,29.88,5.98,35.86,3041.26,2.54,4.34,64.03,0.791,98.13,0,0,0,193.64,8.07,1081.3,1.5,6.481,0.712,0.515
BGW-001,Baghewala Well 1,2024-03-23T00:00:00,3,production,50.03,12.06,696.0,18.45,8.64,20.34,457.34,6.352,7.75,72.0,48.0,True,False,37.35,7.47,44.83,3078.61,2.44,5.74,63.43,0.758,98.03,0,0,0,185.46,7.73,1165.6,1.5,4.965,0.623,0.467
BGW-001,Baghewala Well 1,2024-03-24T00:00:00,3,production,49.89,12.29,833.42,17.68,8.61,20.31,455.02,6.32,8.31,72.0,48.0,True,False,27.89,5.58,33.47,3106.5,2.51,5.48,62.83,0.719,101.33,0,0,0,182.22,7.59,1159.41,1.5,6.533,0.811,0.577
BGW-001,Baghewala Well 1,2024-03-25T00:00:00,3,production,49.9,12.95,778.97,18.0,8.27,18.11,414.93,5.763,7.76,72.0,48.0,True,False,36.31,7.26,43.57,3142.81,2.39,5.89,63.7,0.735,98.75,0,0,0,192.05,8.0,1060.37,1.5,5.29,0.73,0.511
BGW-001,Baghewala Well 1,2024-03-26T00:00:00,3,production,49.7,11.74,907.02,17.39,8.59,18.67,464.48,6.451,7.43,72.0,48.0,True,True,33.39,6.68,40.07,3176.2,2.31,5.77,60.87,0.689,105.75,1,0,0,190.39,7.93,1184.04,1.5,5.702,0.925,0.675
BGW-001,Baghewala Well 1,2024-03-27T00:00:00,3,production,49.64,12.51,776.48,18.1,8.41,19.72,440.11,6.113,7.51,72.0,48.0,True,True,34.06,6.81,40.87,3210.26,2.45,5.14,76.0,0.723,99.55,0,0,0,192.51,8.02,1123.38,1.5,5.652,0.731,0.515
BGW-001,Baghewala Well 1,2024-03-28T00:00:00,3,production,49.58,12.4,799.14,17.83,8.4,18.9,456.45,6.34,7.14,72.0,48.0,True,True,40.3,8.06,48.36,3250.56,2.42,5.72,64.92,0.755,102.92,0,0,0,205.92,8.58,1165.84,1.5,5.109,0.776,0.558
