well_id,well_name,timestamp,css_cycle_id,phase,reservoir_temperature,reservoir_pressure,oil_viscosity,oil_api,asphaltene_content,water_cut,steam_volume,steam_rate,injection_pressure,injection_duration,soak_time,production_start,production_cutoff,oil_rate_bopd,water_rate,total_fluid_rate,cumulative_oil,stroke_length,spm,vfd_setting,pump_efficiency,rod_load,pump_unsetting_event,rod_floating_event,rod_failure_event,energy_consumption,power,operating_cost,sor,energy_per_barrel,rod_floating_probability,failure_probability
BGW-01,Baghewala-01 (pad A),2024-01-18T00:00:00,1,production,51.26,12.56,741.48,17.92,8.28,15.34,479.9,6.665,7.65,72.0,48.0,True,False,39.37,7.87,47.24,681.83,2.52,5.49,60.62,0.772,101.97,0,0,0,201.31,8.39,1223.9,1.5,5.114,0.699,0.543
BGW-01,Baghewala-01 (pad A),2024-01-19T00:00:00,1,production,51.17,12.85,737.69,17.89,8.48,16.62,417.24,5.795,7.76,72.0,48.0,True,False,34.04,6.81,40.85,715.87,2.38,4.17,58.54,0.802,94.91,0,0,0,180.2,7.51,1064.73,1.5,5.294,0.659,0.45
BGW-01,Baghewala-01 (pad A),2024-01-20T00:00:00,1,production,51.12,12.46,700.05,18.1,8.61,14.81,428.73,5.955,7.56,72.0,48.0,True,False,37.58,7.52,45.1,753.45,2.36,5.68,62.08,0.792,93.7,0,0,0,199.76,8.32,1095.8,1.5,5.316,0.606,0.411
BGW-01,Baghewala-01 (pad A),2024-01-21T00:00:00,1,production,51.01,12.07,726.58,17.99,8.31,15.7,424.75,5.899,7.81,72.0,48.0,True,False,34.65,6.93,41.58,788.1,2.48,4.56,63.1,0.778,94.7,0,0,0,182.25,7.59,1083.75,1.5,5.26,0.644,0.502
BGW-01,Baghewala-01 (pad A),2024-01-22T00:00:00,1,production,50.94,12.6,816.05,17.63,8.94,18.9,435.77,6.052,7.17,72.0,48.0,True,False,38.89,7.78,46.66,826.98,2.31,5.66,58.18,0.725,95.35,0,0,0,197.87,8.24,1113.17,1.5,5.088,0.759,0.502
BGW-01,Baghewala-01 (pad A),2024-01-23T00:00:00,1,production,50.91,12.29,709.25,18.22,8.52,14.64,475.27,6.601,7.63,72.0,48.0,True,False,39.68,7.94,47.62,866.67,2.43,5.52,64.85,0.754,97.06,0,0,0,192.29,8.01,1211.24,1.5,4.846,0.634,0.498
BGW-01,Baghewala-01 (pad A),2024-01-24T00:00:00,1,production,50.85,12.5,738.88,18.01,8.47,15.23,460.2,6.392,8.11,72.0,48.0,True,False,41.89,8.38,50.27,908.56,2.3,4.57,56.23,0.816,96.47,0,0,0,190.39,7.93,1173.34,1.5,4.545,0.668,0.446
BGW-01,Baghewala-01 (pad A),2024-01-25T00:00:00,1,production,50.74,12.67,798.79,17.81,8.27,15.21,449.1,6.237,7.41,72.0,48.0,True,False,35.63,7.13,42.75,944.18,2.46,5.39,67.43,0.748,101.97,0,0,0,195.57,8.15,1146.21,1.5,5.489,0.771,0.561
BGW-01,Baghewala-01 (pad A),2024-01-26T00:00:00,1,production,50.7,12.63,681.69,18.21,8.61,15.28,434.78,6.039,7.72,72.0,48.0,True,True,31.7,6.34,38.04,975.88,2.27,4.91,63.45,0.834,93.79,0,1,0,190.68,7.94,1109.84,1.5,6.015,0.584,0.415
BGW-01,Baghewala-01 (pad A),2024-01-27T00:00:00,1,production,50.61,12.47,780.14,17.67,8.75,16.61,462.48,6.423,7.58,72.0,48.0,True,True,35.18,7.04,42.21,1011.06,2.34,4.83,61.8,0.795,95.88,0,0,0,188.56,7.86,1178.82,1.5,5.36,0.717,0.514
BGW-01,Baghewala-01 (pad A),2024-01-28T00:00:00,1,production,50.57,12.38,749.65,18.02,8.67,15.7,442.54,6.146,7.4,72.0,48.0,True,True,41.33,8.27,49.6,1052.39,2.53,6.44,67.81,0.732,101.02,0,0,0,202.41,8.43,1130.65,1.5,4.897,0.705,0.577
BGW-01,Baghewala-01 (pad A),2024-01-29T00:00:00,1,production,50.49,12.77,689.47,18.23,8.49,18.94,498.95,6.93,7.35,72.0,48.0,True,True,42.18,8.44,50.62,1094.57,2.41,5.15,68.82,0.787,95.87,0,0,0,196.08,8.17,1270.9,1.5,4.648,0.604,0.473
BGW-01,Baghewala-01 (pad A),2024-01-30T00:00:00,2,production,48.91,12.61,815.61,17.87,8.44,15.68,471.1,6.543,6.99,72.0,48.0,True,True,37.17,7.43,44.61,1131.75,2.35,5.74,65.45,0.705,100.39,0,0,0,199.23,8.3,1201.66,1.5,5.359,0.784,0.595
BGW-01,Baghewala-01 (pad A),2024-01-31T00:00:00,2,injection,50.86,12.58,646.73,18.46,8.12,18.45,493.98,8.106,8.04,60.94,43.43,False,False,39.44,7.89,47.33,1171.19,2.52,4.33,61.7,0.873,91.88,0,0,0,192.14,8.01,1258.01,1.5,4.871,0.53,0.411
BGW-01,Baghewala-01 (pad A),2024-02-01T00:00:00,2,injection,52.47,12.37,761.99,17.46,8.48,17.89,445.62,5.881,7.27,75.77,49.03,False,False,36.57,7.31,43.88,1207.76,2.29,4.31,68.49,0.798,92.43,0,0,0,173.13,7.21,1134.83,1.5,4.735,0.677,0.46
BGW-01,Baghewala-01 (pad A),2024-02-02T00:00:00,2,injection,54.2,12.3,701.59,17.57,8.4,14.41,480.68,6.639,7.61,72.41,47.18,False,False,41.56,8.31,49.87,1249.32,2.52,4.68,69.78,0.81,92.76,0,0,0,181.28,7.55,1223.46,1.5,4.362,0.603,0.438
BGW-01,Baghewala-01 (pad A),2024-02-03T00:00:00,2,soak,54.16,12.45,682.32,17.72,8.44,17.67,450.0,6.25,8.28,72.0,48.0,False,False,42.96,8.59,51.56,1292.28,2.49,4.0,71.86,0.867,92.46,0,0,0,181.5,7.56,1146.78,1.5,4.225,0.578,0.414
BGW-01,Baghewala-01 (pad A),2024-02-04T00:00:00,2,soak,54.06,12.33,594.53,18.18,8.46,16.86,450.0,6.25,7.32,72.0,48.0,False,False,48.98,9.8,58.78,1341.26,2.53,4.0,64.22,0.906,89.32,0,0,0,188.09,7.84,1147.57,1.5,3.84,0.452,0.359
BGW-01,Baghewala-01 (pad A),2024-02-05T00:00:00,2,soak,53.99,12.61,657.97,17.81,8.63,15.67,450.0,6.25,7.95,72.0,48.0,False,False,42.71,8.54,51.25,1383.97,2.28,4.0,65.59,0.846,85.69,0,0,0,191.54,7.98,1147.98,1.5,4.485,0.513,0.345
BGW-01,Baghewala-01 (pad A),2024-02-06T00:00:00,2,production,53.84,12.47,648.35,18.07,8.3,18.5,482.51,6.702,7.62,72.0,48.0,True,False,49.3,9.86,59.15,1433.26,2.31,7.32,72.13,0.739,100.02,0,0,0,204.91,8.54,1230.87,1.5,4.157,0.622,0.482
BGW-01,Baghewala-01 (pad A),2024-02-07T00:00:00,2,production,53.8,11.88,608.94,18.3,8.42,15.17,478.75,6.649,7.22,72.0,48.0,True,False,54.06,10.81,64.87,1487.32,2.51,4.5,63.24,0.901,90.7,0,0,0,184.19,7.67,1218.98,1.5,3.407,0.477,0.361
BGW-01,Baghewala-01 (pad A),2024-02-08T00:00:00,2,production,53.73,12.02,676.58,17.79,8.47,16.47,436.73,6.066,7.45,72.0,48.0,True,False,47.97,9.59,57.57,1535.29,2.55,5.21,59.38,0.84,97.04,0,1,0,190.41,7.93,1114.68,1.5,3.969,0.593,0.464
BGW-01,Baghewala-01 (pad A),2024-02-09T00:00:00,2,production,53.7,12.4,599.14,18.41,8.36,16.36,438.15,6.085,7.74,72.0,48.0,True,False,52.34,10.47,62.81,1587.63,2.41,5.26,63.96,0.862,91.23,0,0,0,187.43,7.81,1117.87,1.5,3.581,0.468,0.345
BGW-01,Baghewala-01 (pad A),2024-02-10T00:00:00,2,production,53.59,12.62,731.12,17.39,8.5,17.96,461.37,6.408,7.72,72.0,48.0,True,False,41.77,8.35,50.13,1629.4,2.36,4.67,65.38,0.806,95.2,0,0,0,193.55,8.06,1176.66,1.5,4.633,0.652,0.487
BGW-01,Baghewala-01 (pad A),2024-02-11T00:00:00,2,production,53.48,12.32,650.61,17.94,8.54,17.29,419.42,5.825,7.44,72.0,48.0,True,False,43.99,8.8,52.79,1673.39,2.49,5.78,62.98,0.817,99.6,0,0,0,191.59,7.98,1071.53,1.5,4.355,0.574,0.455
BGW-01,Baghewala-01 (pad A),2024-02-12T00:00:00,2,production,53.46,12.18,680.21,17.75,8.79,17.69,466.29,6.476,8.04,72.0,48.0,True,False,42.93,8.59,51.51,1716.32,2.43,5.63,61.27,0.8,97.85,0,0,0,198.51,8.27,1189.55,1.5,4.624,0.602,0.505
BGW-01,Baghewala-01 (pad A),2024-02-13T00:00:00,2,production,53.4,12.32,697.87,17.95,8.15,18.99,451.47,6.27,7.55,72.0,48.0,True,False,42.84,8.57,51.41,1759.16,2.35,5.93,58.43,0.757,96.37,0,0,0,196.69,8.2,1152.27,1.5,4.591,0.617,0.435
BGW-01,Baghewala-01 (pad A),2024-02-14T00:00:00,2,production,53.29,12.67,656.43,18.02,8.43,16.51,472.08,6.557,7.49,72.0,48.0,True,False,53.8,10.76,64.56,1812.96,2.46,6.41,63.41,0.744,94.17,0,0,0,203.99,8.5,1204.67,1.5,3.792,0.554,0.418
BGW-01,Baghewala-01 (pad A),2024-02-15T00:00:00,2,production,53.2,12.3,686.15,17.85,8.38,16.26,478.59,6.647,6.67,72.0,48.0,True,False,44.5,8.9,53.4,1857.46,2.54,5.81,55.19,0.775,96.19,0,1,0,208.35,8.68,1221.47,1.5,4.682,0.601,0.457
BGW-01,Baghewala-01 (pad A),2024-02-16T00:00:00,2,production,53.16,12.57,706.27,17.82,8.5,17.66,451.16,6.266,7.45,72.0,48.0,True,False,45.54,9.11,54.65,1903.0,2.37,5.62,79.1,0.805,96.34,0,0,0,191.48,7.98,1150.87,1.5,4.205,0.627,0.452
BGW-01,Baghewala-01 (pad A),2024-02-17T00:00:00,2,production,53.1,12.7,694.98,17.88,8.45,17.17,441.69,6.135,7.25,72.0,48.0,True,False,43.03,8.61,51.64,1946.03,2.44,5.33,63.59,0.807,94.9,0,0,0,199.47,8.31,1128.17,1.5,4.635,0.606,0.447
BGW-01,Baghewala-01 (pad A),2024-02-18T00:00:00,2,production,53.06,12.69,664.98,17.95,8.39,18.14,416.56,5.786,7.27,72.0,48.0,True,False,45.5,9.1,54.6,1991.53,2.32,6.29,70.91,0.748,96.0,0,0,0,192.65,8.03,1064.51,1.5,4.234,0.574,0.405
BGW-01,Baghewala-01 (pad A),2024-02-19T00:00:00,2,production,53.05,12.14,699.99,17.68,8.58,17.77,434.76,6.038,7.53,72.0,48.0,True,False,38.07,7.61,45.68,2029.6,2.4,4.92,70.22,0.825,97.02,0,0,0,186.53,7.77,1109.29,1.5,4.9,0.623,0.455
BGW-01,Baghewala-01 (pad A),2024-02-20T00:00:00,2,production,53.04,12.75,655.46,18.18,8.7,15.5,472.29,6.56,7.3,72.0,48.0,True,False,48.6,9.72,58.32,2078.2,2.45,4.92,74.88,0.789,91.68,0,0,0,186.53,7.77,1203.11,1.5,3.838,0.54,0.378
BGW-01,Baghewala-01 (pad A),2024-02-21T00:00:00,2,production,52.96,12.6,652.24,18.1,8.6,18.04,451.07,6.265,6.85,72.0,48.0,True,False,39.16,7.83,46.99,2117.36,2.37,4.94,63.59,0.856,90.64,0,0,0,176.61,7.36,1148.88,1.5,4.51,0.531,0.353
BGW-01,Baghewala-01 (pad A),2024-02-22T00:00:00,2,production,52.92,13.38,715.18,17.76,8.58,17.5,436.68,6.065,7.86,72.0,48.0,True,False,33.71,6.74,40.46,2151.07,2.5,4.53,74.3,0.804,94.14,0,0,0,173.47,7.23,1112.52,1.5,5.146,0.627,0.44
BGW-01,Baghewala-01 (pad A),2024-02-23T00:00:00,2,production,52.89,12.13,564.46,18.51,8.33,18.71,422.81,5.872,7.22,72.0,48.0,True,False,45.06,9.01,54.07,2196.13,2.28,5.03,65.73,0.879,89.13,0,0,0,188.52,7.85,1079.64,1.5,4.184,0.414,0.317
BGW-01,Baghewala-01 (pad A),2024-02-24T00:00:00,2,production,52.77,12.44,661.28,18.14,8.35,16.36,490.44,6.812,7.33,72.0,48.0,True,False,38.75,7.75,46.5,2234.87,2.29,6.02,61.19,0.777,91.24,0,0,0,202.15,8.42,1250.35,1.5,5.217,0.545,0.364
BGW-01,Baghewala-01 (pad A),2024-02-25T00:00:00,2,production,52.7,12.51,672.29,18.04,8.64,18.75,488.96,6.791,7.18,72.0,48.0,True,True,38.45,7.69,46.14,2273.32,2.29,4.48,67.03,0.852,89.58,0,0,0,189.05,7.88,1245.09,1.5,4.917,0.551,0.354
BGW-01,Baghewala-01 (pad A),2024-02-26T00:00:00,2,production,52.58,12.63,563.83,18.53,8.39,17.46,438.11,6.085,7.05,72.0,48.0,True,True,47.09,9.42,56.5,2320.41,2.45,5.92,71.63,0.851,97.57,0,0,0,195.29,8.14,1118.7,1.5,4.147,0.455,0.362
BGW-01,Baghewala-01 (pad A),2024-02-27T00:00:00,2,production,52.52,12.83,744.98,17.79,8.4,15.96,443.34,6.157,7.0,72.0,48.0,True,True,39.29,7.86,47.14,2359.69,2.32,5.3,66.42,0.795,96.2,0,0,0,200.16,8.34,1132.36,1.5,5.095,0.675,0.469
BGW-01,Baghewala-01 (pad A),2024-02-28T00:00:00,2,production,52.43,12.24,701.71,17.95,8.4,17.38,459.4,6.381,7.51,72.0,48.0,True,True,41.49,8.3,49.78,2401.18,2.33,4.91,69.92,0.787,96.12,0,0,0,190.94,7.96,1171.41,1.5,4.603,0.62,0.456
BGW-01,Baghewala-01 (pad A),2024-02-29T00:00:00,3,production,50.85,12.96,723.01,18.11,8.44,16.62,431.69,5.996,7.67,72.0,48.0,True,True,39.54,7.91,47.45,2440.72,2.48,6.45,59.82,0.736,100.01,0,0,0,209.11,8.71,1104.33,1.5,5.288,0.666,0.488
BGW-01,Baghewala-01 (pad A),2024-03-01T00:00:00,3,injection,52.38,12.86,630.4,18.37,8.09,15.88,468.72,5.416,7.41,86.54,55.72,False,False,39.49,7.9,47.39,2480.22,2.22,4.14,68.43,0.859,89.02,0,0,0,180.1,7.5,1193.41,1.5,4.56,0.496,0.348
BGW-01,Baghewala-01 (pad A),2024-03-02T00:00:00,3,injection,53.89,12.46,606.67,18.18,8.41,17.64,448.33,6.223,7.47,72.04,58.84,False,False,45.8,9.16,54.96,2526.02,2.44,4.53,67.07,0.88,92.09,0,0,0,193.94,8.08,1144.11,1.5,4.234,0.481,0.338
BGW-01,Baghewala-01 (pad A),2024-03-03T00:00:00,3,injection,55.32,12.37,652.82,17.82,8.41,17.47,474.15,10.264,7.68,46.19,53.48,False,False,43.86,8.77,52.64,2569.88,2.21,3.91,66.28,0.857,89.69,0,0,0,177.13,7.38,1206.63,1.5,4.038,0.527,0.368
BGW-01,Baghewala-01 (pad A),2024-03-04T00:00:00,3,soak,55.21,12.23,644.94,17.64,8.08,17.59,450.0,6.25,7.86,72.0,48.0,False,False,46.48,9.3,55.78,2616.36,2.5,4.0,58.53,0.874,91.35,0,0,0,196.92,8.21,1148.63,1.5,4.237,0.525,0.375
BGW-01,Baghewala-01 (pad A),2024-03-05T00:00:00,3,soak,55.2,12.36,644.79,18.01,8.56,18.35,450.0,6.25,7.31,72.0,48.0,False,False,44.96,8.99,53.95,2661.32,2.53,4.0,66.83,0.885,93.77,0,0,0,187.77,7.82,1147.53,1.5,4.176,0.537,0.356
BGW-01,Baghewala-01 (pad A),2024-03-06T00:00:00,3,soak,55.1,12.72,665.77,17.56,8.19,17.28,450.0,6.25,8.01,72.0,48.0,False,False,39.63,7.93,47.56,2700.96,2.26,4.0,64.48,0.862,91.14,0,0,0,178.08,7.42,1146.37,1.5,4.493,0.55,0.405
BGW-01,Baghewala-01 (pad A),2024-03-07T00:00:00,3,production,55.03,12.63,676.01,17.65,8.39,17.9,451.03,6.264,7.48,72.0,48.0,True,False,54.45,10.89,65.34,2755.4,2.52,5.22,67.42,0.798,98.14,0,0,0,194.14,8.09,1150.87,1.5,3.566,0.598,0.434
BGW-01,Baghewala-01 (pad A),2024-03-08T00:00:00,3,production,54.98,12.78,632.94,17.71,8.74,18.36,415.59,5.772,7.2,72.0,48.0,True,False,47.08,9.42,56.5,2802.49,2.49,5.78,64.19,0.812,95.8,0,0,0,198.9,8.29,1062.84,1.5,4.224,0.533,0.426
BGW-01,Baghewala-01 (pad A),2024-03-09T00:00:00,3,production,54.92,12.22,620.33,18.09,8.29,19.51,414.91,5.763,7.82,72.0,48.0,True,False,47.0,9.4,56.4,2849.48,2.4,5.38,60.8,0.829,94.61,0,0,0,195.05,8.13,1060.68,1.5,4.15,0.511,0.354
BGW-01,Baghewala-01 (pad A),2024-03-10T00:00:00,3,production,54.79,12.95,536.97,18.56,8.81,18.74,425.6,5.911,7.46,72.0,48.0,True,False,43.18,8.64,51.81,2892.66,2.21,4.79,67.86,0.921,83.71,0,0,0,195.25,8.14,1087.42,1.5,4.522,0.352,0.221
BGW-01,Baghewala-01 (pad A),2024-03-11T00:00:00,3,production,54.74,12.29,557.12,18.34,8.64,17.85,436.55,6.063,6.93,72.0,48.0,True,False,57.8,11.56,69.36,2950.46,2.44,5.12,58.87,0.91,91.94,0,0,0,184.76,7.7,1113.55,1.5,3.197,0.419,0.29
BGW-01,Baghewala-01 (pad A),2024-03-12T00:00:00,3,production,54.7,12.39,650.95,17.68,8.01,22.28,485.72,6.746,6.88,72.0,48.0,True,False,51.84,10.37,62.21,3002.3,2.34,6.04,59.68,0.821,91.66,0,0,0,201.93,8.41,1238.54,1.5,3.895,0.534,0.336
BGW-01,Baghewala-01 (pad A),2024-03-13T00:00:00,3,production,54.66,12.69,696.88,17.58,8.3,20.14,457.41,6.353,7.62,72.0,48.0,True,False,36.55,7.31,43.86,3038.86,2.3,4.39,66.75,0.825,88.96,0,0,0,182.07,7.59,1165.37,1.5,4.981,0.578,0.441
BGW-01,Baghewala-01 (pad A),2024-03-14T00:00:00,3,production,54.61,12.17,560.54,18.41,8.72,20.56,438.77,6.094,6.78,72.0,48.0,True,False,50.09,10.02,60.11,3088.95,2.38,5.47,71.88,0.871,94.01,0,0,0,196.48,8.19,1120.5,1.5,3.922,0.433,0.33
BGW-01,Baghewala-01 (pad A),2024-03-15T00:00:00,3,production,54.43,12.3,593.34,18.35,8.54,19.25,444.71,6.176,7.99,72.0,48.0,True,False,51.1,10.22,61.32,3140.05,2.41,5.38,64.93,0.846,95.02,0,0,0,190.36,7.93,1134.61,1.5,3.725,0.479,0.349
BGW-01,Baghewala-01 (pad A),2024-03-16T00:00:00,3,production,54.36,12.23,607.84,18.06,8.54,18.8,467.49,6.493,6.34,72.0,48.0,True,False,47.66,9.53,57.19,3187.71,2.47,4.81,65.78,0.88,88.15,0,0,0,195.4,8.14,1192.18,1.5,4.1,0.463,0.293
BGW-01,Baghewala-01 (pad A),2024-03-17T00:00:00,3,production,54.27,12.44,688.79,17.79,8.6,19.14,448.52,6.229,8.05,72.0,48.0,True,False,49.8,9.96,59.76,3237.51,2.19,5.86,67.68,0.786,91.31,0,0,0,196.93,8.21,1144.93,1.5,3.954,0.58,0.374
BGW-01,Baghewala-01 (pad A),2024-03-18T00:00:00,3,production,54.14,12.34,599.69,18.01,8.19,20.25,450.44,6.256,7.75,72.0,48.0,True,False,46.96,9.39,56.35,3284.47,2.39,5.48,59.66,0.818,90.2,0,0,0,200.11,8.34,1150.12,1.5,4.261,0.463,0.325
BGW-01,Baghewala-01 (pad A),2024-03-19T00:00:00,3,production,54.06,12.43,662.83,17.89,8.44,18.26,460.43,6.395,7.74,72.0,48.0,True,False,49.5,9.9,59.4,3333.97,2.42,5.32,62.43,0.794,89.96,0,0,0,190.42,7.93,1173.93,1.5,3.847,0.541,0.35
BGW-01,Baghewala-01 (pad A),2024-03-20T00:00:00,3,production,53.98,12.79,537.99,18.79,8.47,20.77,467.38,6.491,7.3,72.0,48.0,True,False,53.03,10.61,63.64,3387.0,2.29,5.69,67.2,0.911,91.08,0,0,0,205.06,8.54,1193.05,1.5,3.867,0.39,0.33
BGW-01,Baghewala-01 (pad A),2024-03-21T00:00:00,3,production,53.94,12.12,575.27,18.37,8.4,20.38,458.03,6.362,7.1,72.0,48.0,True,False,53.15,10.63,63.78,3440.15,2.47,6.11,54.69,0.817,92.82,0,0,0,190.88,7.95,1167.99,1.5,3.591,0.446,0.337
BGW-01,Baghewala-01 (pad A),2024-03-22T00:00:00,3,production,53.95,12.12,663.53,17.86,8.65,18.1,476.78,6.622,7.19,72.0,48.0,True,False,47.88,9.58,57.46,3488.03,2.48,5.78,58.49,0.803,97.83,0,0,0,205.12,8.55,1216.56,1.5,4.284,0.581,0.427
BGW-01,Baghewala-01 (pad A),2024-03-23T00:00:00,3,production,53.84,12.27,591.82,18.29,8.32,19.42,443.86,6.165,7.68,72.0,48.0,True,False,47.65,9.53,57.19,3535.69,2.53,5.69,68.8,0.816,92.18,0,0,0,195.14,8.13,1133.07,1.5,4.095,0.463,0.335
BGW-01,Baghewala-01 (pad A),2024-03-24T00:00:00,3,production,53.75,11.85,681.9,17.69,9.0,19.56,434.93,6.041,6.88,72.0,48.0,True,False,45.75,9.15,54.9,3581.43,2.56,4.7,62.09,0.834,95.89,0,0,0,188.29,7.85,1109.93,1.5,4.116,0.594,0.445
BGW-01,Baghewala-01 (pad A),2024-03-25T00:00:00,3,production,53.64,11.96,591.52,18.35,8.67,19.64,475.8,6.608,7.63,72.0,48.0,True,False,49.67,9.93,59.6,3631.1,2.33,4.85,72.76,0.855,89.61,0,0,0,188.32,7.85,1212.09,1.5,3.792,0.45,0.345
BGW-01,Baghewala-01 (pad A),2024-03-26T00:00:00,3,production,53.65,12.48,679.11,17.77,8.53,17.83,476.74,6.621,8.06,72.0,48.0,True,True,41.5,8.3,49.8,3672.6,2.51,4.77,68.48,0.818,96.1,0,0,0,192.47,8.02,1214.93,1.5,4.638,0.592,0.423
