well_id,well_name,timestamp,css_cycle_id,phase,reservoir_temperature,reservoir_pressure,oil_viscosity,oil_api,asphaltene_content,water_cut,steam_volume,steam_rate,injection_pressure,injection_duration,soak_time,production_start,production_cutoff,oil_rate_bopd,water_rate,total_fluid_rate,cumulative_oil,stroke_length,spm,vfd_setting,pump_efficiency,rod_load,pump_unsetting_event,rod_floating_event,rod_failure_event,energy_consumption,power,operating_cost,sor,energy_per_barrel,rod_floating_probability,failure_probability
BGW-01,Baghewala-01 (pad A),2024-02-28T00:00:00,2,production,51.08,12.4,640.38,18.49,8.05,18.73,402.41,5.589,7.09,72.0,48.0,True,True,41.59,8.32,49.91,2373.35,2.41,6.26,57.94,0.828,90.64,0,0,0,193.26,8.05,1029.21,1.5,4.646,0.516,0.366
BGW-01,Baghewala-01 (pad A),2024-02-29T00:00:00,3,production,49.58,12.32,832.85,17.62,8.52,18.16,452.43,6.284,7.35,72.0,48.0,True,True,35.64,7.13,42.77,2408.99,2.34,5.71,64.58,0.708,102.68,0,0,0,190.46,7.94,1153.92,1.5,5.344,0.817,0.593
BGW-01,Baghewala-01 (pad A),2024-03-01T00:00:00,3,injection,51.23,12.08,718.5,18.11,8.1,17.02,490.07,8.276,7.72,59.21,45.49,False,False,38.48,7.7,46.18,2447.47,2.48,5.1,61.12,0.783,98.92,0,0,0,188.24,7.84,1247.75,1.5,4.892,0.655,0.492
BGW-01,Baghewala-01 (pad A),2024-03-02T00:00:00,3,injection,52.66,12.61,649.55,18.2,8.49,17.84,381.03,4.397,7.06,86.65,48.75,False,False,44.49,8.9,53.39,2491.97,2.46,4.78,65.68,0.854,90.63,0,1,0,184.97,7.71,974.76,1.5,4.157,0.528,0.367
BGW-01,Baghewala-01 (pad A),2024-03-03T00:00:00,3,injection,54.11,11.88,555.35,18.29,8.64,17.43,435.92,6.078,7.83,71.72,47.96,False,False,49.5,9.9,59.4,2541.47,2.46,4.66,58.0,0.897,89.94,0,0,0,194.1,8.09,1113.09,1.5,3.921,0.406,0.288
BGW-01,Baghewala-01 (pad A),2024-03-04T00:00:00,3,soak,54.04,12.5,649.64,17.98,8.57,16.15,450.0,6.25,7.48,72.0,48.0,False,False,41.24,8.25,49.49,2582.71,2.33,4.0,69.95,0.875,85.28,0,0,0,183.11,7.63,1146.97,1.5,4.44,0.501,0.331
BGW-01,Baghewala-01 (pad A),2024-03-05T00:00:00,3,soak,54.01,12.23,618.23,18.1,8.5,17.63,450.0,6.25,7.52,72.0,48.0,False,False,43.43,8.69,52.12,2626.14,2.45,4.0,64.83,0.893,91.96,0,0,0,182.01,7.58,1146.84,1.5,4.191,0.495,0.369
BGW-01,Baghewala-01 (pad A),2024-03-06T00:00:00,3,soak,53.93,11.92,635.99,18.1,8.16,17.34,450.0,6.25,7.51,72.0,48.0,False,False,50.69,10.14,60.82,2676.82,2.49,4.0,62.18,0.908,90.22,0,1,0,183.75,7.66,1147.05,1.5,3.625,0.509,0.4
BGW-01,Baghewala-01 (pad A),2024-03-07T00:00:00,3,production,53.83,12.05,712.7,17.62,8.68,17.25,462.76,6.427,7.44,72.0,48.0,True,False,40.87,8.17,49.05,2717.7,2.35,5.46,65.51,0.78,99.31,0,0,0,189.14,7.88,1179.6,1.5,4.628,0.65,0.5
BGW-01,Baghewala-01 (pad A),2024-03-08T00:00:00,3,production,53.8,13.04,687.34,17.76,8.85,19.77,429.43,5.964,7.31,72.0,48.0,True,False,35.01,7.0,42.01,2752.71,2.19,5.32,61.13,0.82,91.35,0,0,0,191.03,7.96,1096.49,1.5,5.456,0.578,0.389
BGW-01,Baghewala-01 (pad A),2024-03-09T00:00:00,3,production,53.72,12.8,671.65,17.77,8.63,19.68,439.77,6.108,7.26,72.0,48.0,True,False,46.43,9.29,55.72,2799.14,2.27,4.73,64.45,0.839,92.77,0,0,0,185.56,7.73,1121.69,1.5,3.996,0.566,0.405
BGW-01,Baghewala-01 (pad A),2024-03-10T00:00:00,3,production,53.69,12.9,769.25,17.29,8.65,18.07,447.66,6.217,8.28,72.0,48.0,True,False,34.55,6.91,41.46,2833.69,2.15,5.32,61.63,0.758,91.94,0,0,0,189.57,7.9,1141.89,1.5,5.486,0.684,0.485
BGW-01,Baghewala-01 (pad A),2024-03-11T00:00:00,3,production,53.6,12.4,677.58,17.9,8.45,19.33,453.47,6.298,7.74,72.0,48.0,True,False,51.37,10.27,61.64,2885.06,2.64,6.02,59.8,0.767,99.69,0,0,0,205.99,8.58,1158.39,1.5,4.01,0.608,0.464
BGW-01,Baghewala-01 (pad A),2024-03-12T00:00:00,3,production,53.53,12.41,647.17,17.95,8.43,15.69,460.9,6.401,8.09,72.0,48.0,True,False,44.58,8.92,53.5,2929.64,2.22,5.32,51.23,0.84,93.03,0,0,0,187.83,7.83,1174.78,1.5,4.213,0.537,0.406
BGW-01,Baghewala-01 (pad A),2024-03-13T00:00:00,3,production,53.5,13.19,720.67,17.53,8.43,18.53,417.69,5.801,7.94,72.0,48.0,True,False,41.51,8.3,49.81,2971.15,2.55,5.35,64.64,0.807,97.39,0,0,0,194.97,8.12,1067.61,1.5,4.697,0.65,0.487
BGW-01,Baghewala-01 (pad A),2024-03-14T00:00:00,3,production,53.43,12.11,611.63,18.27,8.3,20.62,424.31,5.893,7.32,72.0,48.0,True,False,45.07,9.01,54.08,3016.22,2.47,5.61,57.3,0.828,93.3,0,0,0,194.64,8.11,1084.14,1.5,4.319,0.494,0.335
BGW-01,Baghewala-01 (pad A),2024-03-15T00:00:00,3,production,53.33,12.23,638.64,18.02,8.47,19.23,459.75,6.385,7.72,72.0,48.0,True,False,48.7,9.74,58.44,3064.92,2.28,5.94,65.59,0.78,90.13,0,0,0,201.12,8.38,1173.52,1.5,4.13,0.511,0.336
BGW-01,Baghewala-01 (pad A),2024-03-16T00:00:00,3,production,53.19,12.16,644.34,18.09,8.62,19.89,414.07,5.751,8.24,72.0,48.0,True,False,47.86,9.57,57.43,3112.78,2.33,5.28,68.51,0.833,91.4,0,0,0,190.03,7.92,1057.99,1.5,3.971,0.525,0.367
BGW-01,Baghewala-01 (pad A),2024-03-17T00:00:00,3,production,53.15,12.56,618.96,18.27,8.37,20.45,424.88,5.901,7.25,72.0,48.0,True,False,45.48,9.1,54.57,3158.25,2.29,5.64,68.96,0.794,91.23,0,0,0,201.43,8.39,1086.36,1.5,4.429,0.492,0.354
BGW-01,Baghewala-01 (pad A),2024-03-18T00:00:00,3,production,53.04,13.21,720.07,17.71,8.33,20.0,418.02,5.806,7.71,72.0,48.0,True,False,41.74,8.35,50.08,3199.99,2.4,5.43,60.44,0.816,96.74,0,0,0,194.06,8.09,1068.34,1.5,4.65,0.646,0.494
BGW-01,Baghewala-01 (pad A),2024-03-19T00:00:00,3,production,52.96,12.78,670.64,17.96,8.5,18.86,475.86,6.609,8.04,72.0,48.0,True,False,43.2,8.64,51.85,3243.19,2.35,5.77,58.27,0.795,90.82,0,0,0,191.84,7.99,1212.66,1.5,4.44,0.555,0.378
BGW-01,Baghewala-01 (pad A),2024-03-20T00:00:00,3,production,52.85,12.65,617.8,18.12,8.63,18.61,451.82,6.275,7.29,72.0,48.0,True,False,43.62,8.72,52.35,3286.82,2.3,5.16,68.31,0.834,90.53,0,0,0,187.03,7.79,1152.0,1.5,4.287,0.487,0.321
BGW-01,Baghewala-01 (pad A),2024-03-21T00:00:00,3,production,52.78,12.34,668.64,18.15,8.25,19.54,450.22,6.253,7.04,72.0,48.0,True,False,49.21,9.84,59.05,3336.03,2.29,5.3,66.16,0.834,93.94,0,0,0,196.85,8.2,1149.17,1.5,4.0,0.568,0.4
BGW-01,Baghewala-01 (pad A),2024-03-22T00:00:00,3,production,52.74,12.31,608.01,18.5,8.4,21.57,466.93,6.485,7.82,72.0,48.0,True,False,51.8,10.36,62.16,3387.83,2.46,6.18,64.51,0.834,94.39,0,0,0,203.2,8.47,1191.71,1.5,3.923,0.494,0.402
BGW-01,Baghewala-01 (pad A),2024-03-23T00:00:00,3,production,52.68,12.05,691.82,17.92,8.56,20.46,440.05,6.112,7.51,72.0,48.0,True,False,37.47,7.49,44.96,3425.3,2.29,6.19,62.52,0.754,98.28,0,0,0,193.47,8.06,1123.34,1.5,5.164,0.619,0.465
BGW-01,Baghewala-01 (pad A),2024-03-24T00:00:00,3,production,52.61,12.1,717.74,17.74,8.63,19.57,438.36,6.088,7.42,72.0,48.0,True,False,41.71,8.34,50.05,3467.0,2.29,5.99,60.35,0.746,98.35,0,0,0,195.39,8.14,1119.35,1.5,4.685,0.651,0.496
BGW-01,Baghewala-01 (pad A),2024-03-25T00:00:00,3,production,52.56,12.86,747.54,17.66,9.04,19.68,442.01,6.139,8.04,72.0,48.0,True,False,41.06,8.21,49.27,3508.06,2.24,4.89,73.5,0.761,94.13,0,0,0,193.04,8.04,1128.2,1.5,4.701,0.668,0.461
BGW-01,Baghewala-01 (pad A),2024-03-26T00:00:00,3,production,52.53,12.19,701.26,17.93,8.49,19.68,447.69,6.218,7.19,72.0,48.0,True,True,37.13,7.43,44.56,3545.19,2.17,5.97,66.04,0.755,91.66,0,0,0,191.82,7.99,1142.25,1.5,5.166,0.597,0.456
